# PokéTrack TCG Collection Backup
# Scope: all_sets
# Total Cards: 280
# Format: card_id | set_id | number | quantity | is_wanted | market_price | custom_price | name | rarity | image_url | notes
me1-133 | me1 | 133 | 0 | 1 | 20.69 | 0.00 | Bulbasaur | Illustration Rare | https://images.pokemontcg.io/me1/133.png | 
me5-18 | me5 | 18 | 1 | 0 | 0.00 | 0.00 | Popplio | Common | https://images.scrydex.com/pokemon/me5-18/small | 
me5-19 | me5 | 19 | 1 | 0 | 0.00 | 0.00 | Brionne | Common | https://images.scrydex.com/pokemon/me5-19/small | 
me5-2 | me5 | 2 | 1 | 0 | 0.00 | 0.00 | Grubbin | Common | https://images.scrydex.com/pokemon/me5-2/small | 
me5-20 | me5 | 20 | 1 | 0 | 0.00 | 0.00 | Primarina | Rare | https://images.scrydex.com/pokemon/me5-20/small | 
me5-21 | me5 | 21 | 1 | 0 | 0.00 | 0.00 | Finizen | Common | https://images.scrydex.com/pokemon/me5-21/small | 
me5-22 | me5 | 22 | 1 | 0 | 0.00 | 0.00 | Palafin | Uncommon | https://images.scrydex.com/pokemon/me5-22/small | 
me5-23 | me5 | 23 | 1 | 0 | 0.00 | 0.00 | Electrike | Common | https://images.scrydex.com/pokemon/me5-23/small | 
me5-24 | me5 | 24 | 1 | 0 | 0.00 | 0.00 | Manectric | Uncommon | https://images.scrydex.com/pokemon/me5-24/small | 
me5-25 | me5 | 25 | 1 | 0 | 0.00 | 0.00 | Charjabug | Common | https://images.scrydex.com/pokemon/me5-25/small | 
me5-26 | me5 | 26 | 1 | 0 | 0.00 | 0.00 | Vikavolt | Uncommon | https://images.scrydex.com/pokemon/me5-26/small | 
me5-28 | me5 | 28 | 1 | 0 | 0.00 | 0.00 | Miraidon | Rare | https://images.scrydex.com/pokemon/me5-28/small | 
me5-29 | me5 | 29 | 1 | 0 | 0.00 | 0.00 | Slowpoke | Common | https://images.scrydex.com/pokemon/me5-29/small | 
me5-3 | me5 | 3 | 1 | 0 | 0.00 | 0.00 | Fomantis | Common | https://images.scrydex.com/pokemon/me5-3/small | 
me5-30 | me5 | 30 | 1 | 0 | 0.00 | 0.00 | Slowbro | Uncommon | https://images.scrydex.com/pokemon/me5-30/small | 
me5-32 | me5 | 32 | 1 | 0 | 0.00 | 0.00 | Jynx | Common | https://images.scrydex.com/pokemon/me5-32/small | 
me5-33 | me5 | 33 | 1 | 0 | 0.00 | 0.00 | Shuppet | Common | https://images.scrydex.com/pokemon/me5-33/small | 
me5-34 | me5 | 34 | 1 | 0 | 0.00 | 0.00 | Banette | Uncommon | https://images.scrydex.com/pokemon/me5-34/small | 
me5-35 | me5 | 35 | 1 | 0 | 0.00 | 0.00 | Spiritomb | Rare | https://images.scrydex.com/pokemon/me5-35/small | 
me5-36 | me5 | 36 | 1 | 0 | 0.00 | 0.00 | Litwick | Common | https://images.scrydex.com/pokemon/me5-36/small | 
me5-37 | me5 | 37 | 1 | 0 | 0.00 | 0.00 | Lampent | Uncommon | https://images.scrydex.com/pokemon/me5-37/small | 
me5-38 | me5 | 38 | 1 | 0 | 0.00 | 0.00 | Mega Chandelure ex | Double Rare | https://images.scrydex.com/pokemon/me5-38/small | 
me5-39 | me5 | 39 | 1 | 0 | 0.00 | 0.00 | Dhelmise | Uncommon | https://images.scrydex.com/pokemon/me5-39/small | 
me5-4 | me5 | 4 | 1 | 0 | 0.00 | 0.00 | Lurantis ex | Double Rare | https://images.scrydex.com/pokemon/me5-4/small | 
me5-40 | me5 | 40 | 1 | 0 | 0.00 | 0.00 | Marshadow | Uncommon | https://images.scrydex.com/pokemon/me5-40/small | 
me5-41 | me5 | 41 | 1 | 0 | 0.00 | 0.00 | Annihilape | Uncommon | https://images.scrydex.com/pokemon/me5-41/small | 
me5-42 | me5 | 42 | 1 | 0 | 0.00 | 0.00 | Mankey | Common | https://images.scrydex.com/pokemon/me5-42/small | 
me5-43 | me5 | 43 | 1 | 0 | 0.00 | 0.00 | Primeape | Common | https://images.scrydex.com/pokemon/me5-43/small | 
me5-45 | me5 | 45 | 1 | 0 | 0.00 | 0.00 | Rampardos ex | Double Rare | https://images.scrydex.com/pokemon/me5-45/small | 
me5-46 | me5 | 46 | 1 | 0 | 0.00 | 0.00 | Drilbur | Common | https://images.scrydex.com/pokemon/me5-46/small | 
me5-47 | me5 | 47 | 1 | 0 | 0.00 | 0.00 | Koraidon | Rare | https://images.scrydex.com/pokemon/me5-47/small | 
me5-49 | me5 | 49 | 1 | 0 | 0.00 | 0.00 | Vullaby | Common | https://images.scrydex.com/pokemon/me5-49/small | 
me5-5 | me5 | 5 | 1 | 0 | 0.00 | 0.00 | Poltchageist | Common | https://images.scrydex.com/pokemon/me5-5/small | 
me5-50 | me5 | 50 | 1 | 0 | 0.00 | 0.00 | Mandibuzz | Common | https://images.scrydex.com/pokemon/me5-50/small | 
me5-51 | me5 | 51 | 1 | 0 | 0.00 | 0.00 | Inkay | Common | https://images.scrydex.com/pokemon/me5-51/small | 
me5-52 | me5 | 52 | 1 | 0 | 0.00 | 0.00 | Malamar | Uncommon | https://images.scrydex.com/pokemon/me5-52/small | 
me5-53 | me5 | 53 | 1 | 0 | 0.00 | 0.00 | Nickit | Common | https://images.scrydex.com/pokemon/me5-53/small | 
me5-54 | me5 | 54 | 1 | 0 | 0.00 | 0.00 | Thievul | Uncommon | https://images.scrydex.com/pokemon/me5-54/small | 
me5-56 | me5 | 56 | 1 | 0 | 0.00 | 0.00 | Zarude | Rare | https://images.scrydex.com/pokemon/me5-56/small | 
me5-57 | me5 | 57 | 1 | 0 | 0.00 | 0.00 | Maschiff | Common | https://images.scrydex.com/pokemon/me5-57/small | 
me5-58 | me5 | 58 | 1 | 0 | 0.00 | 0.00 | Mabosstiff | Common | https://images.scrydex.com/pokemon/me5-58/small | 
me5-59 | me5 | 59 | 1 | 0 | 0.00 | 0.00 | Chi-Yu | Rare | https://images.scrydex.com/pokemon/me5-59/small | 
me5-6 | me5 | 6 | 1 | 0 | 0.00 | 0.00 | Sinistcha | Uncommon | https://images.scrydex.com/pokemon/me5-6/small | 
me5-60 | me5 | 60 | 1 | 0 | 0.00 | 0.00 | Skarmory | Common | https://images.scrydex.com/pokemon/me5-60/small | 
me5-61 | me5 | 61 | 1 | 0 | 0.00 | 0.00 | Shieldon | Common | https://images.scrydex.com/pokemon/me5-61/small | 
me5-62 | me5 | 62 | 1 | 0 | 0.00 | 0.00 | Bastiodon | Rare | https://images.scrydex.com/pokemon/me5-62/small | 
me5-63 | me5 | 63 | 1 | 0 | 0.00 | 0.00 | Bronzor | Common | https://images.scrydex.com/pokemon/me5-63/small | 
me5-64 | me5 | 64 | 1 | 0 | 0.00 | 0.00 | Bronzong | Uncommon | https://images.scrydex.com/pokemon/me5-64/small | 
me5-66 | me5 | 66 | 1 | 0 | 0.00 | 0.00 | Pikipek | Common | https://images.scrydex.com/pokemon/me5-66/small | 
me5-67 | me5 | 67 | 1 | 0 | 0.00 | 0.00 | Trumbeak | Common | https://images.scrydex.com/pokemon/me5-67/small | 
me5-68 | me5 | 68 | 1 | 0 | 0.00 | 0.00 | Toucannon | Uncommon | https://images.scrydex.com/pokemon/me5-68/small | 
me5-69 | me5 | 69 | 1 | 0 | 0.00 | 0.00 | Type: Null | Common | https://images.scrydex.com/pokemon/me5-69/small | 
me5-7 | me5 | 7 | 1 | 0 | 0.00 | 0.00 | Heatran | Uncommon | https://images.scrydex.com/pokemon/me5-7/small | 
me5-70 | me5 | 70 | 1 | 0 | 0.00 | 0.00 | Silvally | Rare | https://images.scrydex.com/pokemon/me5-70/small | 
me5-71 | me5 | 71 | 1 | 0 | 0.00 | 0.00 | Bombirdier | Common | https://images.scrydex.com/pokemon/me5-71/small | 
me5-72 | me5 | 72 | 1 | 0 | 0.00 | 0.00 | Antique Armor Fossil | Common | https://images.scrydex.com/pokemon/me5-72/small | 
me5-73 | me5 | 73 | 1 | 0 | 0.00 | 0.00 | Antique Skull Fossil | Common | https://images.scrydex.com/pokemon/me5-73/small | 
me5-74 | me5 | 74 | 1 | 0 | 0.00 | 0.00 | Backtrack Badge | Uncommon | https://images.scrydex.com/pokemon/me5-74/small | 
me5-75 | me5 | 75 | 1 | 0 | 0.00 | 0.00 | Dark Bell | Uncommon | https://images.scrydex.com/pokemon/me5-75/small | 
me5-76 | me5 | 76 | 1 | 0 | 0.00 | 0.00 | Fossil Quarry | Uncommon | https://images.scrydex.com/pokemon/me5-76/small | 
me5-77 | me5 | 77 | 1 | 0 | 0.00 | 0.00 | Gladion's Final Battle | Uncommon | https://images.scrydex.com/pokemon/me5-77/small | 
me5-78 | me5 | 78 | 1 | 0 | 0.00 | 0.00 | Gwynn | Uncommon | https://images.scrydex.com/pokemon/me5-78/small | 
me5-79 | me5 | 79 | 1 | 0 | 0.00 | 0.00 | Jett | Uncommon | https://images.scrydex.com/pokemon/me5-79/small | 
me5-8 | me5 | 8 | 1 | 0 | 0.00 | 0.00 | Mega Delphox ex | Double Rare | https://images.scrydex.com/pokemon/me5-8/small | 
me5-80 | me5 | 80 | 1 | 0 | 0.00 | 0.00 | Misty's Vitality | Uncommon | https://images.scrydex.com/pokemon/me5-80/small | 
me5-81 | me5 | 81 | 1 | 0 | 0.00 | 0.00 | Rust Syndicate Grunt | Uncommon | https://images.scrydex.com/pokemon/me5-81/small | 
me5-82 | me5 | 82 | 1 | 0 | 0.00 | 0.00 | Tremendous Bomb | Uncommon | https://images.scrydex.com/pokemon/me5-82/small | 
me5-83 | me5 | 83 | 1 | 0 | 0.00 | 0.00 | Shadowy Darkness Energy | Rare | https://images.scrydex.com/pokemon/me5-83/small | 
me5-84 | me5 | 84 | 1 | 0 | 0.00 | 0.00 | Voltaic Lightning Energy | Rare | https://images.scrydex.com/pokemon/me5-84/small | 
me5-85 | me5 | 85 | 1 | 0 | 0.00 | 0.00 | Fomantis | Illustration Rare | https://images.scrydex.com/pokemon/me5-85/small | 
me5-89 | me5 | 89 | 1 | 0 | 0.00 | 0.00 | Manectric | Illustration Rare | https://images.scrydex.com/pokemon/me5-89/small | 
me5-9 | me5 | 9 | 1 | 0 | 0.00 | 0.00 | Sizzlipede | Common | https://images.scrydex.com/pokemon/me5-9/small | 
sm115-16 | sm115 | 16 | 0 | 1 | 3.15 | 0.00 | Gyarados-GX | Rare Holo GX | https://images.pokemontcg.io/sm115/16.png | 
sv3-105 | sv3 | 105 | 1 | 0 | 0.03 | 0.00 | Larvitar | Common | https://images.pokemontcg.io/sv3/105.png | 
sv3-108 | sv3 | 108 | 1 | 0 | 0.04 | 0.00 | Barboach | Common | https://images.pokemontcg.io/sv3/108.png | 
sv3-111 | sv3 | 111 | 1 | 0 | 0.07 | 0.00 | Drilbur | Common | https://images.pokemontcg.io/sv3/111.png | 
sv3-118 | sv3 | 118 | 1 | 0 | 0.03 | 0.00 | Toedscool | Common | https://images.pokemontcg.io/sv3/118.png | 
sv3-133 | sv3 | 133 | 1 | 0 | 0.04 | 0.00 | Houndoom | Uncommon | https://images.pokemontcg.io/sv3/133.png | 
sv3-141 | sv3 | 141 | 1 | 0 | 0.07 | 0.00 | Scizor | Rare | https://images.pokemontcg.io/sv3/141.png | 
sv3-161 | sv3 | 161 | 1 | 0 | 0.06 | 0.00 | Drampa | Uncommon | https://images.pokemontcg.io/sv3/161.png | 
sv3-19 | sv3 | 19 | 1 | 0 | 0.03 | 0.00 | Smoliv | Common | https://images.pokemontcg.io/sv3/19.png | 
sv3-26 | sv3 | 26 | 1 | 0 | 0.69 | 0.00 | Charmander | Common | https://images.pokemontcg.io/sv3/26.png | 
sv3-53 | sv3 | 53 | 1 | 0 | 0.04 | 0.00 | Cubchoo | Common | https://images.pokemontcg.io/sv3/53.png | 
sv3-6 | sv3 | 6 | 1 | 0 | 0.03 | 0.00 | Surskit | Common | https://images.pokemontcg.io/sv3/6.png | 
sv3-62 | sv3 | 62 | 1 | 0 | 0.20 | 0.00 | Palafin | Rare | https://images.pokemontcg.io/sv3/62.png | 
sv3-88 | sv3 | 88 | 1 | 0 | 0.04 | 0.00 | Granbull | Uncommon | https://images.pokemontcg.io/sv3/88.png | 
sv3-9 | sv3 | 9 | 1 | 0 | 0.03 | 0.00 | Foongus | Common | https://images.pokemontcg.io/sv3/9.png | 
sv3-90 | sv3 | 90 | 1 | 0 | 0.04 | 0.00 | Spoink | Common | https://images.pokemontcg.io/sv3/90.png | 
sv3-93 | sv3 | 93 | 1 | 0 | 0.04 | 0.00 | Solrock | Uncommon | https://images.pokemontcg.io/sv3/93.png | 
sv5-165 | sv5 | 165 | 0 | 1 | 14.97 | 0.00 | Deerling | Illustration Rare | https://images.pokemontcg.io/sv5/165.png | 
sv5-166 | sv5 | 166 | 0 | 1 | 20.60 | 0.00 | Sawsbuck | Illustration Rare | https://images.pokemontcg.io/sv5/166.png | 
sv6-60 | sv6 | 60 | 1 | 0 | 0.04 | 0.00 | Palafin | Uncommon | https://images.pokemontcg.io/sv6/60.png | 
sv6pt5-1 | sv6pt5 | 1 | 1 | 0 | 0.04 | 0.00 | Joltik | Common | https://images.pokemontcg.io/sv6pt5/1.png | 
sv6pt5-10 | sv6pt5 | 10 | 1 | 0 | 0.03 | 0.00 | Horsea | Common | https://images.pokemontcg.io/sv6pt5/10.png | 
sv6pt5-11 | sv6pt5 | 11 | 1 | 0 | 0.05 | 0.00 | Seadra | Common | https://images.pokemontcg.io/sv6pt5/11.png | 
sv6pt5-13 | sv6pt5 | 13 | 1 | 0 | 0.03 | 0.00 | Sneasel | Common | https://images.pokemontcg.io/sv6pt5/13.png | 
sv6pt5-14 | sv6pt5 | 14 | 1 | 0 | 0.03 | 0.00 | Weavile | Uncommon | https://images.pokemontcg.io/sv6pt5/14.png | 
sv6pt5-16 | sv6pt5 | 16 | 1 | 0 | 0.03 | 0.00 | Drowzee | Common | https://images.pokemontcg.io/sv6pt5/16.png | 
sv6pt5-17 | sv6pt5 | 17 | 1 | 0 | 0.03 | 0.00 | Hypno | Uncommon | https://images.pokemontcg.io/sv6pt5/17.png | 
sv6pt5-18 | sv6pt5 | 18 | 1 | 0 | 0.08 | 0.00 | Duskull | Common | https://images.pokemontcg.io/sv6pt5/18.png | 
sv6pt5-2 | sv6pt5 | 2 | 1 | 0 | 0.04 | 0.00 | Galvantula | Uncommon | https://images.pokemontcg.io/sv6pt5/2.png | 
sv6pt5-25 | sv6pt5 | 25 | 1 | 0 | 0.09 | 0.00 | Bloodmoon Ursaluna | Rare | https://images.pokemontcg.io/sv6pt5/25.png | 
sv6pt5-27 | sv6pt5 | 27 | 1 | 0 | 0.03 | 0.00 | Zubat | Common | https://images.pokemontcg.io/sv6pt5/27.png | 
sv6pt5-28 | sv6pt5 | 28 | 1 | 0 | 0.03 | 0.00 | Golbat | Common | https://images.pokemontcg.io/sv6pt5/28.png | 
sv6pt5-3 | sv6pt5 | 3 | 1 | 0 | 0.03 | 0.00 | Rowlet | Common | https://images.pokemontcg.io/sv6pt5/3.png | 
sv6pt5-30 | sv6pt5 | 30 | 1 | 0 | 0.03 | 0.00 | Absol | Common | https://images.pokemontcg.io/sv6pt5/30.png | 
sv6pt5-31 | sv6pt5 | 31 | 1 | 0 | 0.03 | 0.00 | Zorua | Common | https://images.pokemontcg.io/sv6pt5/31.png | 
sv6pt5-33 | sv6pt5 | 33 | 1 | 0 | 0.04 | 0.00 | Inkay | Common | https://images.pokemontcg.io/sv6pt5/33.png | 
sv6pt5-34 | sv6pt5 | 34 | 1 | 0 | 0.04 | 0.00 | Malamar | Uncommon | https://images.pokemontcg.io/sv6pt5/34.png | 
sv6pt5-37 | sv6pt5 | 37 | 1 | 0 | 0.49 | 0.00 | Munkidori ex | Double Rare | https://images.pokemontcg.io/sv6pt5/37.png | 
sv6pt5-4 | sv6pt5 | 4 | 1 | 0 | 0.04 | 0.00 | Dartrix | Common | https://images.pokemontcg.io/sv6pt5/4.png | 
sv6pt5-41 | sv6pt5 | 41 | 1 | 0 | 0.03 | 0.00 | Cufant | Common | https://images.pokemontcg.io/sv6pt5/41.png | 
sv6pt5-42 | sv6pt5 | 42 | 1 | 0 | 0.04 | 0.00 | Copperajah | Rare | https://images.pokemontcg.io/sv6pt5/42.png | 
sv6pt5-44 | sv6pt5 | 44 | 1 | 0 | 0.03 | 0.00 | Axew | Common | https://images.pokemontcg.io/sv6pt5/44.png | 
sv6pt5-45 | sv6pt5 | 45 | 1 | 0 | 0.03 | 0.00 | Fraxure | Common | https://images.pokemontcg.io/sv6pt5/45.png | 
sv6pt5-46 | sv6pt5 | 46 | 1 | 0 | 0.05 | 0.00 | Haxorus | Rare | https://images.pokemontcg.io/sv6pt5/46.png | 
sv6pt5-48 | sv6pt5 | 48 | 1 | 0 | 0.03 | 0.00 | Meowth | Common | https://images.pokemontcg.io/sv6pt5/48.png | 
sv6pt5-49 | sv6pt5 | 49 | 1 | 0 | 0.03 | 0.00 | Persian | Common | https://images.pokemontcg.io/sv6pt5/49.png | 
sv6pt5-50 | sv6pt5 | 50 | 1 | 0 | 0.05 | 0.00 | Eevee | Common | https://images.pokemontcg.io/sv6pt5/50.png | 
sv6pt5-52 | sv6pt5 | 52 | 1 | 0 | 0.03 | 0.00 | Stufful | Common | https://images.pokemontcg.io/sv6pt5/52.png | 
sv6pt5-53 | sv6pt5 | 53 | 1 | 0 | 0.03 | 0.00 | Bewear | Common | https://images.pokemontcg.io/sv6pt5/53.png | 
sv6pt5-7 | sv6pt5 | 7 | 1 | 0 | 0.03 | 0.00 | Houndour | Common | https://images.pokemontcg.io/sv6pt5/7.png | 
sv6pt5-72 | sv6pt5 | 72 | 1 | 0 | 19.55 | 0.00 | Munkidori | Illustration Rare | https://images.pokemontcg.io/sv6pt5/72.png | 
sv6pt5-8 | sv6pt5 | 8 | 1 | 0 | 0.05 | 0.00 | Houndoom | Common | https://images.pokemontcg.io/sv6pt5/8.png | 
sv6pt5-94 | sv6pt5 | 94 | 0 | 1 | 27.87 | 0.00 | Cassiopeia | Special Illustration Rare | https://images.pokemontcg.io/sv6pt5/94.png | 
sv7-1 | sv7 | 1 | 0 | 1 | 1.63 | 0.00 | Venusaur ex | Double Rare | https://images.pokemontcg.io/sv7/1.png | 
sv7-101 | sv7 | 101 | 1 | 0 | 0.05 | 0.00 | Klinklang | Rare | https://images.pokemontcg.io/sv7/101.png | 
sv7-107 | sv7 | 107 | 1 | 0 | 31.67 | 0.00 | Archaludon | Rare | https://images.pokemontcg.io/sv7/107.png | 
sv7-109 | sv7 | 109 | 1 | 0 | 0.03 | 0.00 | Revavroom | Uncommon | https://images.pokemontcg.io/sv7/109.png | 
sv7-113 | sv7 | 113 | 0 | 1 | 0.06 | 0.00 | Eevee | Common | https://images.pokemontcg.io/sv7/113.png | 
sv7-115 | sv7 | 115 | 1 | 0 | 0.14 | 0.00 | Noctowl | Rare | https://images.pokemontcg.io/sv7/115.png | 
sv7-116 | sv7 | 116 | 1 | 0 | 0.04 | 0.00 | Glameow | Common | https://images.pokemontcg.io/sv7/116.png | 
sv7-118 | sv7 | 118 | 1 | 0 | 0.07 | 0.00 | Fan Rotom | Common | https://images.pokemontcg.io/sv7/118.png | 
sv7-12 | sv7 | 12 | 1 | 0 | 0.07 | 0.00 | Applin | Common | https://images.pokemontcg.io/sv7/12.png | 
sv7-121 | sv7 | 121 | 1 | 0 | 0.03 | 0.00 | Fletchling | Common | https://images.pokemontcg.io/sv7/121.png | 
sv7-125 | sv7 | 125 | 1 | 0 | 0.03 | 0.00 | Dubwool | Uncommon | https://images.pokemontcg.io/sv7/125.png | 
sv7-127 | sv7 | 127 | 1 | 0 | 0.03 | 0.00 | Cyclizar | Common | https://images.pokemontcg.io/sv7/127.png | 
sv7-132 | sv7 | 132 | 1 | 0 | 0.06 | 0.00 | Briar | Uncommon | https://images.pokemontcg.io/sv7/132.png | 
sv7-145 | sv7 | 145 | 0 | 1 | 3.39 | 0.00 | Lileep | Illustration Rare | https://images.pokemontcg.io/sv7/145.png | 
sv7-147 | sv7 | 147 | 0 | 1 | 4.51 | 0.00 | Raboot | Illustration Rare | https://images.pokemontcg.io/sv7/147.png | 
sv7-148 | sv7 | 148 | 0 | 1 | 61.42 | 0.00 | Squirtle | Illustration Rare | https://images.pokemontcg.io/sv7/148.png | 
sv7-150 | sv7 | 150 | 0 | 1 | 4.45 | 0.00 | Joltik | Illustration Rare | https://images.pokemontcg.io/sv7/150.png | 
sv7-152 | sv7 | 152 | 0 | 1 | 4.44 | 0.00 | Milcery | Illustration Rare | https://images.pokemontcg.io/sv7/152.png | 
sv7-154 | sv7 | 154 | 0 | 1 | 4.30 | 0.00 | Gulpin | Illustration Rare | https://images.pokemontcg.io/sv7/154.png | 
sv7-155 | sv7 | 155 | 0 | 1 | 2.49 | 0.00 | Archaludon | Illustration Rare | https://images.pokemontcg.io/sv7/155.png | 
sv7-158 | sv7 | 158 | 0 | 1 | 2.94 | 0.00 | Lapras ex | Ultra Rare | https://images.pokemontcg.io/sv7/158.png | 
sv7-17 | sv7 | 17 | 1 | 0 | 0.03 | 0.00 | Toedscool | Common | https://images.pokemontcg.io/sv7/17.png | 
sv7-22 | sv7 | 22 | 1 | 0 | 0.03 | 0.00 | Reshiram | Uncommon | https://images.pokemontcg.io/sv7/22.png | 
sv7-25 | sv7 | 25 | 1 | 0 | 0.03 | 0.00 | Turtonator | Common | https://images.pokemontcg.io/sv7/25.png | 
sv7-3 | sv7 | 3 | 1 | 0 | 0.07 | 0.00 | Ledian | Rare | https://images.pokemontcg.io/sv7/3.png | 
sv7-30 | sv7 | 30 | 0 | 1 | 2.39 | 0.00 | Blastoise ex | Double Rare | https://images.pokemontcg.io/sv7/30.png | 
sv7-31 | sv7 | 31 | 2 | 0 | 0.04 | 0.00 | Lapras | Uncommon | https://images.pokemontcg.io/sv7/31.png | 
sv7-32 | sv7 | 32 | 0 | 1 | 1.26 | 0.00 | Lapras ex | Double Rare | https://images.pokemontcg.io/sv7/32.png | 
sv7-34 | sv7 | 34 | 1 | 0 | 0.03 | 0.00 | Azumarill | Uncommon | https://images.pokemontcg.io/sv7/34.png | 
sv7-35 | sv7 | 35 | 1 | 0 | 0.03 | 0.00 | Finneon | Common | https://images.pokemontcg.io/sv7/35.png | 
sv7-42 | sv7 | 42 | 1 | 0 | 0.04 | 0.00 | Crabominable | Uncommon | https://images.pokemontcg.io/sv7/42.png | 
sv7-44 | sv7 | 44 | 1 | 0 | 0.07 | 0.00 | Drednaw | Rare | https://images.pokemontcg.io/sv7/44.png | 
sv7-45 | sv7 | 45 | 1 | 0 | 0.03 | 0.00 | Veluza | Uncommon | https://images.pokemontcg.io/sv7/45.png | 
sv7-5 | sv7 | 5 | 1 | 0 | 0.04 | 0.00 | Lileep | Common | https://images.pokemontcg.io/sv7/5.png | 
sv7-50 | sv7 | 50 | 1 | 0 | 0.07 | 0.00 | Joltik | Common | https://images.pokemontcg.io/sv7/50.png | 
sv7-53 | sv7 | 53 | 1 | 0 | 0.03 | 0.00 | Vikavolt | Uncommon | https://images.pokemontcg.io/sv7/53.png | 
sv7-56 | sv7 | 56 | 1 | 0 | 0.03 | 0.00 | Pawmi | Common | https://images.pokemontcg.io/sv7/56.png | 
sv7-64 | sv7 | 64 | 1 | 0 | 0.03 | 0.00 | Milcery | Common | https://images.pokemontcg.io/sv7/64.png | 
sv7-7 | sv7 | 7 | 1 | 0 | 0.03 | 0.00 | Carnivine | Common | https://images.pokemontcg.io/sv7/7.png | 
sv7-70 | sv7 | 70 | 1 | 0 | 0.03 | 0.00 | Greavard | Common | https://images.pokemontcg.io/sv7/70.png | 
sv7-75 | sv7 | 75 | 1 | 0 | 0.06 | 0.00 | Rhydon | Common | https://images.pokemontcg.io/sv7/75.png | 
sv7-88 | sv7 | 88 | 1 | 0 | 0.04 | 0.00 | Falinks | Common | https://images.pokemontcg.io/sv7/88.png | 
sv7-91 | sv7 | 91 | 1 | 0 | 0.05 | 0.00 | Gulpin | Common | https://images.pokemontcg.io/sv7/91.png | 
sv7-98 | sv7 | 98 | 1 | 0 | 0.03 | 0.00 | Jirachi | Uncommon | https://images.pokemontcg.io/sv7/98.png | 
sv8pt5-1 | sv8pt5 | 1 | 1 | 0 | 0.05 | 0.00 | Exeggcute | Common | https://images.pokemontcg.io/sv8pt5/1.png | 
sv8pt5-100 | sv8pt5 | 100 | 1 | 0 | 0.16 | 0.00 | Briar | Uncommon | https://images.pokemontcg.io/sv8pt5/100.png | 
sv8pt5-102 | sv8pt5 | 102 | 1 | 0 | 0.17 | 0.00 | Bug Catching Set | Uncommon | https://images.pokemontcg.io/sv8pt5/102.png | 
sv8pt5-104 | sv8pt5 | 104 | 1 | 0 | 0.15 | 0.00 | Ciphermaniac's Codebreaking | Uncommon | https://images.pokemontcg.io/sv8pt5/104.png | 
sv8pt5-109 | sv8pt5 | 109 | 1 | 0 | 0.12 | 0.00 | Friends in Paldea | Common | https://images.pokemontcg.io/sv8pt5/109.png | 
sv8pt5-115 | sv8pt5 | 115 | 1 | 0 | 0.10 | 0.00 | Larry's Skill | Common | https://images.pokemontcg.io/sv8pt5/115.png | 
sv8pt5-118 | sv8pt5 | 118 | 1 | 0 | 0.11 | 0.00 | Ogre's Mask | Uncommon | https://images.pokemontcg.io/sv8pt5/118.png | 
sv8pt5-121 | sv8pt5 | 121 | 1 | 0 | 0.06 | 0.00 | Professor Turo's Scenario | Uncommon | https://images.pokemontcg.io/sv8pt5/121.png | 
sv8pt5-123 | sv8pt5 | 123 | 1 | 0 | 0.12 | 0.00 | Professor's Research | Common | https://images.pokemontcg.io/sv8pt5/123.png | 
